,constituency,date,dt,html dump,"data-name=""Conservative""","data-name=""Labour""","data-name=""Democrats""","data-name=""UKIP""","data-name=""Green"""
0,Derby-North,2017-05-19,2017-05-19 14:22:54.559,"[<td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Conservative"" data-ng-click=""MainController.addToMultipleBetSlip(21452352155, 3029862080, 1.22)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Conservative to betslip""></span><a class=""popup selTxt"" data-name=""Conservative"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/conservative"" target=""_blank"" title=""View odds history for Conservative"">Conservative</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/6"" data-odig=""1.17"">1/6</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""2/9"" data-odig=""1.22"">2/9</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""2/9"" data-odig=""1.22"">2/9</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/8"" data-odig=""1.12"">1/8</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""2/9"" data-odig=""1.22"">2/9</td>, <td class=""bc bs o"" data-hcap="""" data-o=""2/17"" data-odig=""1.12"">2/17</td>, <td class=""bc bs o"" data-hcap="""" data-o=""2/17"" data-odig=""1.12"">2/17</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Labour"" data-ng-click=""MainController.addToMultipleBetSlip(21452352173, 3029862080, 8.5)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Labour to betslip""></span><a class=""popup selTxt"" data-name=""Labour"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/labour"" target=""_blank"" title=""View odds history for Labour"">Labour</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""6"" data-odig=""7"">6</td>, <td class=""bc bs o"" data-hcap="""" data-o=""5"" data-odig=""6"">5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""6"" data-odig=""7"">6</td>, <td class=""bc bs o"" data-hcap="""" data-o=""6"" data-odig=""7"">6</td>, <td class=""bc bs o"" data-hcap="""" data-o=""6"" data-odig=""7"">6</td>, <td class=""bc bs o"" data-hcap="""" data-o=""6"" data-odig=""7"">6</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""15/2"" data-odig=""8.5"">15/2</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11/2"" data-odig=""6.5"">11/2</td>, <td class=""bc bs o"" data-hcap="""" data-o=""9/2"" data-odig=""5.5"">9/2</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11/2"" data-odig=""6.5"">11/2</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11/2"" data-odig=""6.5"">11/2</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Democrats"" data-ng-click=""MainController.addToMultipleBetSlip(21452352182, 3029862080, 101.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Democrats to betslip""></span><a class=""popup selTxt"" data-name=""Democrats"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/democrats"" target=""_blank"" title=""View odds history for Democrats"">Democrats</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""8"" data-odig=""9"">8</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11"" data-odig=""12"">11</td>, <td class=""bc bs o"" data-hcap="""" data-o=""8"" data-odig=""9"">8</td>, <td class=""bc bs o"" data-hcap="""" data-o=""5"" data-odig=""6"">5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""7"" data-odig=""8"">7</td>, <td class=""bc bs o"" data-hcap="""" data-o=""5"" data-odig=""6"">5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""4"" data-odig=""5"">4</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""10"" data-odig=""11"">10</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""UKIP"" data-ng-click=""MainController.addToMultipleBetSlip(21452352197, 3029862080, 101.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add UKIP to betslip""></span><a class=""popup selTxt"" data-name=""UKIP"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/ukip"" target=""_blank"" title=""View odds history for UKIP"">UKIP</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""40"" data-odig=""41"">40</td>, <td class=""bc bs o"" data-hcap="""" data-o=""33"" data-odig=""34"">33</td>, <td class=""bc bs o"" data-hcap="""" data-o=""40"" data-odig=""41"">40</td>, <td class=""bc bs o"" data-hcap="""" data-o=""25"" data-odig=""26"">25</td>, <td class=""bc bs o"" data-hcap="""" data-o=""40"" data-odig=""41"">40</td>, <td class=""bc bs o"" data-hcap="""" data-o=""25"" data-odig=""26"">25</td>, <td class=""bc bs o"" data-hcap="""" data-o=""28"" data-odig=""29"">28</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""40"" data-odig=""41"">40</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Green"" data-ng-click=""MainController.addToMultipleBetSlip(21452352158, 3029862080, 201.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Green to betslip""></span><a class=""popup selTxt"" data-name=""Green"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/green"" target=""_blank"" title=""View odds history for Green"">Green</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""BNP"" data-ng-click=""MainController.addToMultipleBetSlip(21452352152, 3029862080, 501.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add BNP to betslip""></span><a class=""popup selTxt"" data-name=""BNP"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/bnp"" target=""_blank"" title=""View odds history for BNP"">BNP</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""500"" data-odig=""501"">500</td>]",1.2,7,9,41,200
0,Derby-North,2017-05-19,2017-05-19 14:47:49.899,"[<td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Conservative"" data-ng-click=""MainController.addToMultipleBetSlip(21452352155, 3029862080, 1.22)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Conservative to betslip""></span><a class=""popup selTxt"" data-name=""Conservative"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/conservative"" target=""_blank"" title=""View odds history for Conservative"">Conservative</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/6"" data-odig=""1.17"">1/6</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""2/9"" data-odig=""1.22"">2/9</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""2/9"" data-odig=""1.22"">2/9</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/8"" data-odig=""1.12"">1/8</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""2/9"" data-odig=""1.22"">2/9</td>, <td class=""bc bs o"" data-hcap="""" data-o=""2/17"" data-odig=""1.12"">2/17</td>, <td class=""bc bs o"" data-hcap="""" data-o=""2/17"" data-odig=""1.12"">2/17</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Labour"" data-ng-click=""MainController.addToMultipleBetSlip(21452352173, 3029862080, 8.5)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Labour to betslip""></span><a class=""popup selTxt"" data-name=""Labour"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/labour"" target=""_blank"" title=""View odds history for Labour"">Labour</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""6"" data-odig=""7"">6</td>, <td class=""bc bs o"" data-hcap="""" data-o=""5"" data-odig=""6"">5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""6"" data-odig=""7"">6</td>, <td class=""bc bs o"" data-hcap="""" data-o=""6"" data-odig=""7"">6</td>, <td class=""bc bs o"" data-hcap="""" data-o=""6"" data-odig=""7"">6</td>, <td class=""bc bs o"" data-hcap="""" data-o=""6"" data-odig=""7"">6</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""15/2"" data-odig=""8.5"">15/2</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11/2"" data-odig=""6.5"">11/2</td>, <td class=""bc bs o"" data-hcap="""" data-o=""9/2"" data-odig=""5.5"">9/2</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11/2"" data-odig=""6.5"">11/2</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11/2"" data-odig=""6.5"">11/2</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Democrats"" data-ng-click=""MainController.addToMultipleBetSlip(21452352182, 3029862080, 101.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Democrats to betslip""></span><a class=""popup selTxt"" data-name=""Democrats"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/democrats"" target=""_blank"" title=""View odds history for Democrats"">Democrats</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""8"" data-odig=""9"">8</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11"" data-odig=""12"">11</td>, <td class=""bc bs o"" data-hcap="""" data-o=""8"" data-odig=""9"">8</td>, <td class=""bc bs o"" data-hcap="""" data-o=""5"" data-odig=""6"">5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""7"" data-odig=""8"">7</td>, <td class=""bc bs o"" data-hcap="""" data-o=""5"" data-odig=""6"">5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""4"" data-odig=""5"">4</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""10"" data-odig=""11"">10</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""UKIP"" data-ng-click=""MainController.addToMultipleBetSlip(21452352197, 3029862080, 101.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add UKIP to betslip""></span><a class=""popup selTxt"" data-name=""UKIP"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/ukip"" target=""_blank"" title=""View odds history for UKIP"">UKIP</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""40"" data-odig=""41"">40</td>, <td class=""bc bs o"" data-hcap="""" data-o=""33"" data-odig=""34"">33</td>, <td class=""bc bs o"" data-hcap="""" data-o=""40"" data-odig=""41"">40</td>, <td class=""bc bs o"" data-hcap="""" data-o=""25"" data-odig=""26"">25</td>, <td class=""bc bs o"" data-hcap="""" data-o=""40"" data-odig=""41"">40</td>, <td class=""bc bs o"" data-hcap="""" data-o=""25"" data-odig=""26"">25</td>, <td class=""bc bs o"" data-hcap="""" data-o=""28"" data-odig=""29"">28</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""40"" data-odig=""41"">40</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Green"" data-ng-click=""MainController.addToMultipleBetSlip(21452352158, 3029862080, 201.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Green to betslip""></span><a class=""popup selTxt"" data-name=""Green"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/green"" target=""_blank"" title=""View odds history for Green"">Green</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""BNP"" data-ng-click=""MainController.addToMultipleBetSlip(21452352152, 3029862080, 501.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add BNP to betslip""></span><a class=""popup selTxt"" data-name=""BNP"" href=""https://www.oddschecker.com/politics/british-politics/derby-north/winning-party/bet-history/bnp"" target=""_blank"" title=""View odds history for BNP"">BNP</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""500"" data-odig=""501"">500</td>]",1.2,7.0,9,41,200
