,constituency,date,dt,html dump,"data-name=""Conservatives""","data-name=""Labour""","data-name=""Plaid","data-name=""Democrats""","data-name=""UKIP"""
0,Vale-Of-Clwyd,2017-05-19,2017-05-19 14:22:56.872,"[<td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Conservatives"" data-ng-click=""MainController.addToMultipleBetSlip(21450922670, 3029725943, 1.22)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Conservatives to betslip""></span><a class=""popup selTxt"" data-name=""Conservatives"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/conservatives"" target=""_blank"" title=""View odds history for Conservatives"">Conservatives</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""2/9"" data-odig=""1.22"">2/9</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""2/9"" data-odig=""1.22"">2/9</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""2/11"" data-odig=""1.19"" data-x-selection=""1111885*1.131216489*politics*28205551*1.131216489"">2/11</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Labour"" data-ng-click=""MainController.addToMultipleBetSlip(21450922676, 3029725943, 4.33)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Labour to betslip""></span><a class=""popup selTxt"" data-name=""Labour"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/labour"" target=""_blank"" title=""View odds history for Labour"">Labour</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""10/3"" data-odig=""4.33"">10/3</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""10/3"" data-odig=""4.33"">10/3</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""10/3"" data-odig=""4.33"">10/3</td>, <td class=""bc bs o"" data-hcap="""" data-o=""3"" data-odig=""4"">3</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11/4"" data-odig=""3.75"">11/4</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""10/3"" data-odig=""4.33"">10/3</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11/4"" data-odig=""3.75"">11/4</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""10/3"" data-odig=""4.33"">10/3</td>, <td class=""bc bs o"" data-hcap="""" data-o=""5/2"" data-odig=""3.52"" data-x-selection=""1111884*1.131216489*politics*28205551*1.131216489"">5/2</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Plaid Cymru"" data-ng-click=""MainController.addToMultipleBetSlip(21450922694, 3029725943, 81.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Plaid Cymru to betslip""></span><a class=""popup selTxt"" data-name=""Plaid Cymru"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/plaid-cymru"" target=""_blank"" title=""View odds history for Plaid Cymru"">Plaid Cymru</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"">66</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"">66</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"">66</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"" data-x-selection=""1111890*1.131216489*politics*28205551*1.131216489"">66</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Democrats"" data-ng-click=""MainController.addToMultipleBetSlip(21450922685, 3029725943, 126.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Democrats to betslip""></span><a class=""popup selTxt"" data-name=""Democrats"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/democrats"" target=""_blank"" title=""View odds history for Democrats"">Democrats</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""125"" data-odig=""126"">125</td>, <td class=""bc bs o"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"">66</td>, <td class=""bc bs o"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"">66</td>, <td class=""bc bs o"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""51"" data-odig=""52"" data-x-selection=""2938886*1.131216489*politics*28205551*1.131216489"">51</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""UKIP"" data-ng-click=""MainController.addToMultipleBetSlip(21450922697, 3029725943, 151.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add UKIP to betslip""></span><a class=""popup selTxt"" data-name=""UKIP"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/ukip"" target=""_blank"" title=""View odds history for UKIP"">UKIP</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""150"" data-odig=""151"">150</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""150"" data-odig=""151"">150</td>, <td class=""bc bs o"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""150"" data-odig=""151"">150</td>, <td class=""bc bs o"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"" data-x-selection=""3614201*1.131216489*politics*28205551*1.131216489"">66</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Greens"" data-ng-click=""MainController.addToMultipleBetSlip(21450922673, 3029725943, 501.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Greens to betslip""></span><a class=""popup selTxt"" data-name=""Greens"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/greens"" target=""_blank"" title=""View odds history for Greens"">Greens</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""400"" data-odig=""401"">400</td>, <td class=""bc bs o"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""bc bs o"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""500"" data-odig=""501"">500</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""500"" data-odig=""501"">500</td>]",1.2,10/3,80,125,150
0,Vale-Of-Clwyd,2017-05-19,2017-05-19 14:47:52.413,"[<td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Conservatives"" data-ng-click=""MainController.addToMultipleBetSlip(21450922670, 3029725943, 1.22)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Conservatives to betslip""></span><a class=""popup selTxt"" data-name=""Conservatives"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/conservatives"" target=""_blank"" title=""View odds history for Conservatives"">Conservatives</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""2/9"" data-odig=""1.22"">2/9</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""2/9"" data-odig=""1.22"">2/9</td>, <td class=""bc bs o"" data-hcap="""" data-o=""1/5"" data-odig=""1.2"">1/5</td>, <td class=""bc bs o"" data-hcap="""" data-o=""2/11"" data-odig=""1.19"" data-x-selection=""1111885*1.131216489*politics*28205551*1.131216489"">2/11</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Labour"" data-ng-click=""MainController.addToMultipleBetSlip(21450922676, 3029725943, 4.33)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Labour to betslip""></span><a class=""popup selTxt"" data-name=""Labour"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/labour"" target=""_blank"" title=""View odds history for Labour"">Labour</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""10/3"" data-odig=""4.33"">10/3</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""10/3"" data-odig=""4.33"">10/3</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""10/3"" data-odig=""4.33"">10/3</td>, <td class=""bc bs o"" data-hcap="""" data-o=""3"" data-odig=""4"">3</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11/4"" data-odig=""3.75"">11/4</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""10/3"" data-odig=""4.33"">10/3</td>, <td class=""bc bs o"" data-hcap="""" data-o=""11/4"" data-odig=""3.75"">11/4</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""10/3"" data-odig=""4.33"">10/3</td>, <td class=""bc bs o"" data-hcap="""" data-o=""5/2"" data-odig=""3.52"" data-x-selection=""1111884*1.131216489*politics*28205551*1.131216489"">5/2</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Plaid Cymru"" data-ng-click=""MainController.addToMultipleBetSlip(21450922694, 3029725943, 81.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Plaid Cymru to betslip""></span><a class=""popup selTxt"" data-name=""Plaid Cymru"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/plaid-cymru"" target=""_blank"" title=""View odds history for Plaid Cymru"">Plaid Cymru</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"">66</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"">66</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"">66</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"" data-x-selection=""1111890*1.131216489*politics*28205551*1.131216489"">66</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Democrats"" data-ng-click=""MainController.addToMultipleBetSlip(21450922685, 3029725943, 126.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Democrats to betslip""></span><a class=""popup selTxt"" data-name=""Democrats"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/democrats"" target=""_blank"" title=""View odds history for Democrats"">Democrats</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""125"" data-odig=""126"">125</td>, <td class=""bc bs o"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"">66</td>, <td class=""bc bs o"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"">66</td>, <td class=""bc bs o"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""51"" data-odig=""52"" data-x-selection=""2938886*1.131216489*politics*28205551*1.131216489"">51</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""UKIP"" data-ng-click=""MainController.addToMultipleBetSlip(21450922697, 3029725943, 151.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add UKIP to betslip""></span><a class=""popup selTxt"" data-name=""UKIP"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/ukip"" target=""_blank"" title=""View odds history for UKIP"">UKIP</a></td>, <td class=""bc bs o b"" data-hcap="""" data-o=""150"" data-odig=""151"">150</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""150"" data-odig=""151"">150</td>, <td class=""bc bs o"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""150"" data-odig=""151"">150</td>, <td class=""bc bs o"" data-hcap="""" data-o=""80"" data-odig=""81"">80</td>, <td class=""bc bs o"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""66"" data-odig=""67"" data-x-selection=""3614201*1.131216489*politics*28205551*1.131216489"">66</td>, <td class=""sel nm""><span class=""add-to-bet-basket"" data-name=""Greens"" data-ng-click=""MainController.addToMultipleBetSlip(21450922673, 3029725943, 501.0)"" data-track=""&amp;lid=grid&amp;lpos=basket-add"" title=""Add Greens to betslip""></span><a class=""popup selTxt"" data-name=""Greens"" href=""https://www.oddschecker.com/politics/british-politics/vale-of-clwyd/winning-party/bet-history/greens"" target=""_blank"" title=""View odds history for Greens"">Greens</a></td>, <td class=""bc bs o"" data-hcap="""" data-o=""400"" data-odig=""401"">400</td>, <td class=""bc bs o"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""bc bs o"" data-hcap="""" data-o=""100"" data-odig=""101"">100</td>, <td class=""bc bs o"" data-hcap="""" data-o=""200"" data-odig=""201"">200</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""500"" data-odig=""501"">500</td>, <td class=""bc bs o b"" data-hcap="""" data-o=""500"" data-odig=""501"">500</td>]",1.2,4.33333333333,80,125,150
